Name,Field,State,Country,Year
Late Gunter Kruger,Trade & Industry,Maharashtra,India,2006
P. Leela,Arts,Tamil Nadu,India,2006
Devaki Jain,Social Work,Karnataka,India,2006
Dinesh Nandini Dalmia,Literature & Education,Delhi,India,2006
Sai Paranjpye,Arts,Maharashtra,India,2006
K.G. Subramanyan,Arts,West Bengal,India,2006
Lokesh Chandra,Literature & Education,Delhi,India,2006
M. V. Pylee,Literature & Education,Kerala,India,2006
N.S. Ramaswamy,Social Work,Karnataka,India,2006
Vijay Shankar Vyas,Literature & Education,Rajasthan,India,2006
Kewal Kishan Talwar,Medicine,Chandigarh,India,2006
Deepak Parekh,Trade & Industry,Maharashtra,India,2006
Dusan Zbavitel,Literature & Education,,Czech Republic,2006
Ganga Prasad Birla,Social Work,West Bengal,India,2006
Gregory Bongard-Levin,Literature & Education,,Russia,2006
Hira Lall Sibal,Public Affairs,Chandigarh,India,2006
K. P. P. Nambiar,Science & Engineering,Karnataka,India,2006
Kamleshwar Prasad Saxena,Literature & Education,Delhi,India,2006
Nandan Nilekani,Science & Engineering,Karnataka,India,2006
P.P. Rao,Public Affairs,Uttar Pradesh,India,2006
P.S. Appu,Civil Service,Karnataka,India,2006
Ramakanta Rath,Literature & Education,Orissa,India,2006
S. Ramadorai,Trade & Industry,Maharashtra,India,2006
Shashi Bhushan,Public Affairs,Delhi,India,2006
Tarun Das,Trade & Industry,Haryana,India,2006
Abdul Halim Jaffer Khan,Arts,Maharashtra,India,2006
Ustad Ghulam Mustafa Khan,Arts,Maharashtra,India,2006
Sabri Khan,Arts,Delhi,India,2006
A. K. Hangal,Arts,Mumbai,India,2006
Name,Field,State,Country,
Hakim Syed Mohammad Sharfuddin Quadri,Medicine,West Bengal,India,2007
Rajan Misra,Arts,Delhi,India,2007
Sajan Misra,Arts,Delhi,India,2007
Father Gabriel,Literature & Education,Kerala,India,2007
Prithipal Singh Maini,Medicine,Delhi,India,2007
Manju Sharma,Science & Engineering,Delhi,India,2007
V. Mohini Giri,Social Work,Delhi,India,2007
Gurcharan Singh Kalkat,Science & Engineering,Chandigarh,India,2007
N. Mahalingam,Trade & Industry,Tamil Nadu,India,2007
Saroj Ghose,Science & Engineering,West Bengal,India,2007
Shiv Kumar Sarin,Medicine,Delhi,India,2007
Vilayanur Ramachandran,Science & Engineering,,United States,2007
Somnath Hore,Arts,West Bengal,India,2007
O. Suzuki,Trade & Industry,,Japan,2007
Indra Nooyi,Trade & Industry,,United States,2007
(Vaidya) Shriram Sharma,Medicine,Maharashtra,India,2007
T.N. Srinivasan,Literature & Education,,United States,2007
Tapan Ray Chaudhuri,Literature & Education,,United Kingdom,2007
Captain L.Z. Sailo,Literature & Education,Mizoram,India,2007
Gopaldas Neeraj,Literature & Education,Uttar Pradesh,India,2007
Jamshed Jiji Irani,Trade & Industry,Maharashtra,India,2007
Javed Jan Nisaar Akhtar,Literature & Education,Maharashtra,India,2007
Justice K. T. Thomas,Public Affairs,Kerala,India,2007
Kavalam Narayan Panikkar,Arts,Kerala,India,2007
Chandra Prasad Saikia,Literature & Education,Assam,India,2007
Bhikhu Parekh,Literature & Education,,United Kingdom,2007
Jeffrey D. Sachs,Literature & Education,,United States,2007
Kalamandalam Ramankutty Nair,Arts,Kerala,India,2007
Sunil Bharti Mittal,Trade & Industry,Delhi,India,2007
Syed Haider Raza,Arts,,France,2007
Tyeb Mehta,Arts,Maharashtra,India,2007
Ela Gandhi,Public Affairs,,South Africa,2007
Name,Field :,State,Country,
Asad Ali Khan,Arts,Delhi,India,2008
Srinivasa S.R. Varadhan,Literature & Education,,USA,2008
Jagjit Singh Chopra,Medicine,Chandigarh,India,2008
Inderjit Kaur,Social Work,Punjab,India,2008
Padma Desai,Literature & Education,,USA :,2008
Shayama Chona,Literature & Education,Delhi,India,2008
Asis Datta,Science & Engineering,Delhi,India,2008
Baba Neelkanth Kalyani,Trade & Industry,Maharashtra,India,2008
Mian Bashir Ahmed,Public Affairs,Jammu and Kashmir,India,2008
Brijinder Nath Goswamy,Literature & Education,Chandigarh,India,2008
D. R. Mehta,Social Work,Rajasthan,India,2008
Dominique Lapierre,Social Work,,France,2008
Jasdev Singh,Others,Delhi,India,2008
Ji Xianlin,Literature & Education,,China,2008
K. Padmanabhiah,Civil Service,Delhi,India,2008
K. V. Kamath,Trade & Industry,Karnataka,India,2008
